2026-02-23T14:08:15.4431960+00:00 | eventType=config_updated | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771855683115 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2500630+00:00 | eventType=pulse_target_hit | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2504980+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2516650+00:00 | eventType=pulse_target_spawned | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2521070+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2525980+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2530410+00:00 | eventType=pointer_shot | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2534590+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2623500+00:00 | eventType=task_stimulus_presented | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.2629960+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:34.3454960+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0816900+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0824290+00:00 | eventType=task_action_outcome | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0850960+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0856400+00:00 | eventType=pulse_target_hit | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0860600+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0867240+00:00 | eventType=pulse_target_spawned | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0871400+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0878150+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0883050+00:00 | eventType=pointer_shot | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0887310+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0956610+00:00 | eventType=task_stimulus_presented | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.0962620+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.1793890+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7763690+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7771710+00:00 | eventType=task_action_outcome | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7776780+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7782200+00:00 | eventType=pulse_target_hit | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7788170+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7793200+00:00 | eventType=pulse_targets_completed | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7797470+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7801990+00:00 | eventType=game_stopped | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=Completed
2026-02-23T14:08:35.7806250+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=Completed
2026-02-23T14:08:35.7814720+00:00 | eventType=task_outcome_summary | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7819760+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7824880+00:00 | eventType=task_label_generated | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7829600+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7845460+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7852020+00:00 | eventType=pointer_shot | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7860130+00:00 | eventType=interaction_event | sessionId=795d903b-4e0a-4dec-ae55-81e2a9467271 | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7912460+00:00 | eventType=game_end | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=Completed
2026-02-23T14:08:35.7920130+00:00 | eventType=game_result | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:35.7926730+00:00 | eventType=session_stop | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=ACTIVE_GAME_COMPLETED
2026-02-23T14:08:35.8870260+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0029390+00:00 | eventType=config_updated | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0038560+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0053010+00:00 | eventType=game_initialized | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0076880+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0084210+00:00 | eventType=task_run_started | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0089980+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0095730+00:00 | eventType=pulse_targets_config | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0101750+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0107180+00:00 | eventType=game_started | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0117040+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0124720+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0129690+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0141390+00:00 | eventType=game_start | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0145780+00:00 | eventType=session_start | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=START_GAME
2026-02-23T14:08:40.0151560+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:40.0155900+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.4287570+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.4295860+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.4301130+00:00 | eventType=adaptive_difficulty_adjusted | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.4309160+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6926510+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6935000+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6940400+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6945430+00:00 | eventType=adaptive_difficulty_adjusted | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6950460+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6955980+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6960340+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6967880+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6972070+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6981000+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6988910+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.6993590+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.7061110+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.7069090+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:42.8311120+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.2063900+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.2071660+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.2076410+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.2081170+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.3177160+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6928020+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6935380+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6940430+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6945390+00:00 | eventType=adaptive_difficulty_adjusted | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6950290+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6955480+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6959860+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6966500+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6970820+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6979500+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6984170+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.6989110+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.7063410+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.7070180+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:44.8455300+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4012930+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4020800+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4026110+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4031080+00:00 | eventType=adaptive_difficulty_adjusted | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4039240+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4044200+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4048470+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4055430+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4059880+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4064990+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4069670+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4094680+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4149230+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4156470+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:46.4986650+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4708380+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4717850+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4723200+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4728360+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4732840+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4740010+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4744490+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4749760+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4754070+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4765100+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4838400+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.4845510+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:47.6508950+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2761690+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2769810+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2786970+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2793140+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2799050+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2808930+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2828240+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2833590+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2838460+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2842830+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2897750+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.2903630+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:48.3870280+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7066940+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7074950+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7080580+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7090080+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7094500+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7101100+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7105360+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7110360+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7115290+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7120830+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7206790+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.7213530+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:49.8177610+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8871100+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8878880+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8884360+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8889470+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8893820+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8900230+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8904580+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8909520+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8913940+00:00 | eventType=pointer_shot | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.8918690+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.9012160+00:00 | eventType=task_stimulus_presented | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:50.9018800+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:51.0127250+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9152770+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9160320+00:00 | eventType=task_action_outcome | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9165270+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9170280+00:00 | eventType=pulse_target_hit | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9175000+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9181770+00:00 | eventType=pulse_target_spawned | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
2026-02-23T14:08:53.9186400+00:00 | eventType=interaction_event | sessionId=fb615a43-9128-4457-957b-e34fdec56b3f | gameId=pulse_target_tap | reason=
